controlID	controlName	mitigates	techniqueID	techniqueName
AC-20	Use Of External Information Systems	mitigates	T1114	Email Collection
AC-20	Use Of External Information Systems	mitigates	T1114.001	Local Email Collection
AC-20	Use Of External Information Systems	mitigates	T1114.002	Remote Email Collection
AC-20	Use Of External Information Systems	mitigates	T1114.003	Email Forwarding Rule
AC-20	Use Of External Information Systems	mitigates	T1134.005	SID-History Injection
AC-20	Use Of External Information Systems	mitigates	T1136	Create Account
AC-20	Use Of External Information Systems	mitigates	T1136.001	Local Account
AC-20	Use Of External Information Systems	mitigates	T1136.002	Domain Account
AC-20	Use Of External Information Systems	mitigates	T1136.003	Cloud Account
AC-20	Use Of External Information Systems	mitigates	T1539	Steal Web Session Cookie
AC-20	Use Of External Information Systems	mitigates	T1552	Unsecured Credentials
AC-20	Use Of External Information Systems	mitigates	T1552.004	Private Keys
AC-20	Use Of External Information Systems	mitigates	T1556.001	Domain Controller Authentication
AC-20	Use Of External Information Systems	mitigates	T1556.003	Pluggable Authentication Modules
AC-20	Use Of External Information Systems	mitigates	T1557.002	ARP Cache Poisoning
AC-20	Use Of External Information Systems	mitigates	T1567.001	Exfiltration to Code Repository
AC-20	Use Of External Information Systems	mitigates	T1602	Data from Configuration Repository
AC-20	Use Of External Information Systems	mitigates	T1602.001	SNMP (MIB Dump)
AC-21	Information Sharing	mitigates	T1053	Scheduled Task/Job
AC-21	Information Sharing	mitigates	T1053.002	At (Windows)
AC-21	Information Sharing	mitigates	T1053.005	Scheduled Task
AC-21	Information Sharing	mitigates	T1213	Data from Information Repositories
AC-21	Information Sharing	mitigates	T1213.001	Confluence
AC-21	Information Sharing	mitigates	T1213.002	Sharepoint
AC-22	Publicly Accessible Content	mitigates	T1053	Scheduled Task/Job
AC-22	Publicly Accessible Content	mitigates	T1053.002	At (Windows)
AC-22	Publicly Accessible Content	mitigates	T1053.005	Scheduled Task
AC-23	Data Mining Protection	mitigates	T1552.007	Container API
AC-23	Data Mining Protection	mitigates	T1133	External Remote Services
AC-23	Data Mining Protection	mitigates	T1567	Exfiltration Over Web Service
AC-23	Data Mining Protection	mitigates	T1005	Data from Local System
AC-23	Data Mining Protection	mitigates	T1053	Scheduled Task/Job
AC-23	Data Mining Protection	mitigates	T1053.002	At (Windows)
AC-23	Data Mining Protection	mitigates	T1053.005	Scheduled Task
AC-23	Data Mining Protection	mitigates	T1025	Data from Removable Media
AC-23	Data Mining Protection	mitigates	T1041	Exfiltration Over C2 Channel
AC-23	Data Mining Protection	mitigates	T1048	Exfiltration Over Alternative Protocol
AC-23	Data Mining Protection	mitigates	T1048.002	Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
AC-23	Data Mining Protection	mitigates	T1048.003	Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
AC-23	Data Mining Protection	mitigates	T1052	Exfiltration Over Physical Medium
AC-23	Data Mining Protection	mitigates	T1052.001	Exfiltration over USB
AC-23	Data Mining Protection	mitigates	T1213	Data from Information Repositories
AC-23	Data Mining Protection	mitigates	T1213.001	Confluence
AC-23	Data Mining Protection	mitigates	T1213.002	Sharepoint
AC-24	Access Control Decisions	mitigates	T1053	Scheduled Task/Job
AC-24	Access Control Decisions	mitigates	T1053.002	At (Windows)
AC-24	Access Control Decisions	mitigates	T1053.005	Scheduled Task
AC-25	Reference Monitor	mitigates	T1053	Scheduled Task/Job
AC-25	Reference Monitor	mitigates	T1053.002	At (Windows)
AC-25	Reference Monitor	mitigates	T1053.005	Scheduled Task
AC-3	Access Enforcement	mitigates	T1556.006	Multi-Factor Authentication
AC-3	Access Enforcement	mitigates	T1556.007	Hybrid Identity
AC-3	Access Enforcement	mitigates	T1070.007	Clear Network Connection History and Configurations
AC-3	Access Enforcement	mitigates	T1070.008	Clear Mailbox Data
AC-3	Access Enforcement	mitigates	T1070.009	Clear Persistence
AC-3	Access Enforcement	mitigates	T1098.005	Device Registration
AC-3	Access Enforcement	mitigates	T1505.005	Terminal Services DLL
AC-3	Access Enforcement	mitigates	T1648	Serverless Execution
AC-3	Access Enforcement	mitigates	T1557.003	DHCP Spoofing
AC-3	Access Enforcement	mitigates	T1622	Debugger Evasion
AC-3	Access Enforcement	mitigates	T1647	Plist File Modification
AC-3	Access Enforcement	mitigates	T1552.007	Container API
AC-3	Access Enforcement	mitigates	T1556	Modify Authentication Process
AC-3	Access Enforcement	mitigates	T1543.001	Launch Agent
AC-3	Access Enforcement	mitigates	T1562	Impair Defenses
AC-3	Access Enforcement	mitigates	T1574	Hijack Execution Flow
AC-3	Access Enforcement	mitigates	T1609	Container Administration Command
AC-3	Access Enforcement	mitigates	T1610	Deploy Container
AC-3	Access Enforcement	mitigates	T1055	Process Injection
AC-3	Access Enforcement	mitigates	T1133	External Remote Services
AC-3	Access Enforcement	mitigates	T1059	Command and Scripting Interpreter
AC-3	Access Enforcement	mitigates	T1070.001	Clear Windows Event Logs
AC-3	Access Enforcement	mitigates	T1537	Transfer Data to Cloud Account
AC-3	Access Enforcement	mitigates	T1567	Exfiltration Over Web Service
AC-3	Access Enforcement	mitigates	T1574.007	Path Interception by PATH Environment Variable
AC-3	Access Enforcement	mitigates	T1003.001	LSASS Memory
AC-3	Access Enforcement	mitigates	T1003.002	Security Account Manager
AC-3	Access Enforcement	mitigates	T1003.003	NTDS
AC-3	Access Enforcement	mitigates	T1005	Data from Local System
AC-3	Access Enforcement	mitigates	T1078	Valid Accounts
AC-3	Access Enforcement	mitigates	T1091	Replication Through Removable Media
AC-3	Access Enforcement	mitigates	T1110.001	Password Guessing
AC-3	Access Enforcement	mitigates	T1110.002	Password Cracking
AC-3	Access Enforcement	mitigates	T1199	Trusted Relationship
AC-3	Access Enforcement	mitigates	T1200	Hardware Additions
AC-3	Access Enforcement	mitigates	T1218	Signed Binary Proxy Execution
AC-3	Access Enforcement	mitigates	T1528	Steal Application Access Token
AC-3	Access Enforcement	mitigates	T1530	Data from Cloud Storage Object
AC-3	Access Enforcement	mitigates	T1557	Adversary-in-the-Middle
AC-3	Access Enforcement	mitigates	T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay
AC-3	Access Enforcement	mitigates	T1580	Cloud Infrastructure Discovery
AC-3	Access Enforcement	mitigates	T1599	Network Boundary Bridging
AC-3	Access Enforcement	mitigates	T1611	Escape to Host
AC-3	Access Enforcement	mitigates	T1021.001	Remote Desktop Protocol
AC-3	Access Enforcement	mitigates	T1037.002	Logon Script (Mac)
AC-3	Access Enforcement	mitigates	T1037.005	Startup Items
AC-3	Access Enforcement	mitigates	T1047	Windows Management Instrumentation
AC-3	Access Enforcement	mitigates	T1053	Scheduled Task/Job
AC-3	Access Enforcement	mitigates	T1053.002	At (Windows)
AC-3	Access Enforcement	mitigates	T1053.003	Cron
AC-3	Access Enforcement	mitigates	T1053.005	Scheduled Task
AC-3	Access Enforcement	mitigates	T1059.001	PowerShell
AC-3	Access Enforcement	mitigates	T1059.002	AppleScript
AC-3	Access Enforcement	mitigates	T1059.005	Visual Basic
AC-3	Access Enforcement	mitigates	T1059.008	Network Device CLI
AC-3	Access Enforcement	mitigates	T1070	Indicator Removal on Host
AC-3	Access Enforcement	mitigates	T1070.003	Clear Command History
AC-3	Access Enforcement	mitigates	T1078.002	Domain Accounts
AC-3	Access Enforcement	mitigates	T1078.004	Cloud Accounts
AC-3	Access Enforcement	mitigates	T1095	Non-Application Layer Protocol
AC-3	Access Enforcement	mitigates	T1098	Account Manipulation
AC-3	Access Enforcement	mitigates	T1098.001	Additional Cloud Credentials
AC-3	Access Enforcement	mitigates	T1098.002	Exchange Email Delegate Permissions
AC-3	Access Enforcement	mitigates	T1098.003	Add Office 365 Global Administrator Role
AC-3	Access Enforcement	mitigates	T1098.004	SSH Authorized Keys
AC-3	Access Enforcement	mitigates	T1190	Exploit Public-Facing Application
AC-3	Access Enforcement	mitigates	T1197	BITS Jobs
AC-3	Access Enforcement	mitigates	T1205	Traffic Signaling
AC-3	Access Enforcement	mitigates	T1205.001	Port Knocking
AC-3	Access Enforcement	mitigates	T1210	Exploitation of Remote Services
AC-3	Access Enforcement	mitigates	T1213.003	Code Repositories
AC-3	Access Enforcement	mitigates	T1218.007	Msiexec
AC-3	Access Enforcement	mitigates	T1218.012	Verclsid
AC-3	Access Enforcement	mitigates	T1219	Remote Access Software
AC-3	Access Enforcement	mitigates	T1222	File and Directory Permissions Modification
AC-3	Access Enforcement	mitigates	T1486	Data Encrypted for Impact
AC-3	Access Enforcement	mitigates	T1490	Inhibit System Recovery
AC-3	Access Enforcement	mitigates	T1491	Defacement
AC-3	Access Enforcement	mitigates	T1491.001	Internal Defacement
AC-3	Access Enforcement	mitigates	T1491.002	External Defacement
AC-3	Access Enforcement	mitigates	T1495	Firmware Corruption
AC-3	Access Enforcement	mitigates	T1498.001	Direct Network Flood
AC-3	Access Enforcement	mitigates	T1498.002	Reflection Amplification
AC-3	Access Enforcement	mitigates	T1499	Endpoint Denial of Service
AC-3	Access Enforcement	mitigates	T1499.001	OS Exhaustion Flood
AC-3	Access Enforcement	mitigates	T1499.002	Service Exhaustion Flood
AC-3	Access Enforcement	mitigates	T1499.003	Application Exhaustion Flood
AC-3	Access Enforcement	mitigates	T1499.004	Application or System Exploitation
AC-3	Access Enforcement	mitigates	T1505	Server Software Component
AC-3	Access Enforcement	mitigates	T1505.003	Web Shell
AC-3	Access Enforcement	mitigates	T1525	Implant Internal Image
AC-3	Access Enforcement	mitigates	T1543	Create or Modify System Process
AC-3	Access Enforcement	mitigates	T1543.003	Windows Service
AC-3	Access Enforcement	mitigates	T1546.003	Windows Management Instrumentation Event Subscription
AC-3	Access Enforcement	mitigates	T1547.003	Time Providers
AC-3	Access Enforcement	mitigates	T1547.004	Winlogon Helper DLL
AC-3	Access Enforcement	mitigates	T1547.006	Kernel Modules and Extensions
AC-3	Access Enforcement	mitigates	T1547.007	Re-opened Applications
AC-3	Access Enforcement	mitigates	T1547.009	Shortcut Modification
AC-3	Access Enforcement	mitigates	T1548.002	Bypass User Account Control
AC-3	Access Enforcement	mitigates	T1548.003	Sudo and Sudo Caching
AC-3	Access Enforcement	mitigates	T1552.005	Cloud Instance Metadata API
AC-3	Access Enforcement	mitigates	T1556.004	Network Device Authentication
AC-3	Access Enforcement	mitigates	T1558	Steal or Forge Kerberos Tickets
AC-3	Access Enforcement	mitigates	T1558.003	Kerberoasting
AC-3	Access Enforcement	mitigates	T1559	Inter-Process Communication
AC-3	Access Enforcement	mitigates	T1562.001	Disable or Modify Tools
AC-3	Access Enforcement	mitigates	T1562.006	Indicator Blocking
AC-3	Access Enforcement	mitigates	T1562.008	Disable Cloud Logs
AC-3	Access Enforcement	mitigates	T1565	Data Manipulation
AC-3	Access Enforcement	mitigates	T1565.001	Stored Data Manipulation
AC-3	Access Enforcement	mitigates	T1565.003	Runtime Data Manipulation
AC-3	Access Enforcement	mitigates	T1570	Lateral Tool Transfer
AC-3	Access Enforcement	mitigates	T1602.002	Network Device Configuration Dump
AC-3	Access Enforcement	mitigates	T1003	OS Credential Dumping
AC-3	Access Enforcement	mitigates	T1003.004	LSA Secrets
AC-3	Access Enforcement	mitigates	T1003.005	Cached Domain Credentials
AC-3	Access Enforcement	mitigates	T1003.006	DCSync
AC-3	Access Enforcement	mitigates	T1003.007	Proc Filesystem
AC-3	Access Enforcement	mitigates	T1003.008	/etc/passwd and /etc/shadow
AC-3	Access Enforcement	mitigates	T1021	Remote Services
AC-3	Access Enforcement	mitigates	T1021.002	SMB/Windows Admin Shares
AC-3	Access Enforcement	mitigates	T1021.003	Distributed Component Object Model
AC-3	Access Enforcement	mitigates	T1021.004	SSH
AC-3	Access Enforcement	mitigates	T1021.005	VNC
AC-3	Access Enforcement	mitigates	T1021.006	Windows Remote Management
AC-3	Access Enforcement	mitigates	T1025	Data from Removable Media
AC-3	Access Enforcement	mitigates	T1036	Masquerading
AC-3	Access Enforcement	mitigates	T1036.003	Rename System Utilities
AC-3	Access Enforcement	mitigates	T1036.005	Match Legitimate Name or Location
AC-3	Access Enforcement	mitigates	T1037	Boot or Logon Initialization Scripts
AC-3	Access Enforcement	mitigates	T1037.003	Network Logon Script
AC-3	Access Enforcement	mitigates	T1037.004	RC Scripts
AC-3	Access Enforcement	mitigates	T1041	Exfiltration Over C2 Channel
AC-3	Access Enforcement	mitigates	T1048	Exfiltration Over Alternative Protocol
AC-3	Access Enforcement	mitigates	T1048.001	Exfiltration Over Symmetric Encrypted Non-C2 Protocol
AC-3	Access Enforcement	mitigates	T1048.002	Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
AC-3	Access Enforcement	mitigates	T1048.003	Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
AC-3	Access Enforcement	mitigates	T1052	Exfiltration Over Physical Medium
AC-3	Access Enforcement	mitigates	T1052.001	Exfiltration over USB
AC-3	Access Enforcement	mitigates	T1053.006	Systemd Timers
AC-3	Access Enforcement	mitigates	T1053.007	Container Orchestration Job
AC-3	Access Enforcement	mitigates	T1055.008	Ptrace System Calls
AC-3	Access Enforcement	mitigates	T1055.009	Proc Memory
AC-3	Access Enforcement	mitigates	T1056.003	Web Portal Capture
AC-3	Access Enforcement	mitigates	T1059.003	Windows Command Shell
AC-3	Access Enforcement	mitigates	T1059.004	Unix Shell
AC-3	Access Enforcement	mitigates	T1059.006	Python
AC-3	Access Enforcement	mitigates	T1059.007	JavaScript
AC-3	Access Enforcement	mitigates	T1070.002	Clear Linux or Mac System Logs
AC-3	Access Enforcement	mitigates	T1071.004	DNS
AC-3	Access Enforcement	mitigates	T1072	Software Deployment Tools
AC-3	Access Enforcement	mitigates	T1078.003	Local Accounts
AC-3	Access Enforcement	mitigates	T1080	Taint Shared Content
AC-3	Access Enforcement	mitigates	T1087.004	Cloud Account
AC-3	Access Enforcement	mitigates	T1090	Proxy
AC-3	Access Enforcement	mitigates	T1090.003	Multi-hop Proxy
AC-3	Access Enforcement	mitigates	T1110	Brute Force
AC-3	Access Enforcement	mitigates	T1110.003	Password Spraying
AC-3	Access Enforcement	mitigates	T1110.004	Credential Stuffing
AC-3	Access Enforcement	mitigates	T1114	Email Collection
AC-3	Access Enforcement	mitigates	T1114.002	Remote Email Collection
AC-3	Access Enforcement	mitigates	T1134	Access Token Manipulation
AC-3	Access Enforcement	mitigates	T1134.001	Token Impersonation/Theft
AC-3	Access Enforcement	mitigates	T1134.002	Create Process with Token
AC-3	Access Enforcement	mitigates	T1134.003	Make and Impersonate Token
AC-3	Access Enforcement	mitigates	T1134.005	SID-History Injection
AC-3	Access Enforcement	mitigates	T1136	Create Account
AC-3	Access Enforcement	mitigates	T1136.001	Local Account
AC-3	Access Enforcement	mitigates	T1136.002	Domain Account
